排名,英文姓名,中文姓名,财富（十亿美元）,行业,国籍,x,y
2057,Sachin Bansal,萨钦·班萨尔,1,电商,印度,78.96,20.59
2057,Wong Hong King,黄康境,1,房地产,中国内地,104.2,35.86
2057,Sanjeev Bikhchandani,桑杰夫·比克昌丹尼,1,在线服务,印度,78.96,20.59
2057,Wu Yiling,吴以岭,1,制药,中国内地,104.2,35.86
2057,Ludwig Theodor Braun,路德维希·西奥多·布劳恩,1,医疗技术,德国,10.45,51.17
2057,Yan Yude,严玉德,1,私立学校,中国内地,104.2,35.86
2057,Wolfgang Egger,沃夫冈·艾格尔,1,房地产,德国,10.45,51.17
2057,Yang Keng,杨铿 ,1,房地产,中国内地,104.2,35.86
2057,Lorinc Meszaros,洛瑞尼克·梅扎罗斯,1,多元化经营,匈牙利,9.5,47.16
2057,Yang Tingdong,杨廷栋,1,酿酒,中国内地,104.2,35.86
2057,Anna Kasprzak,安娜·卡斯浦扎克,1,鞋业,丹麦,9.5,56.26
2057,Yu Rong,俞熔,1,体检,中国内地,104.2,35.86
2057,André Kasprzak,安德烈·卡斯浦扎克,1,鞋业,丹麦,9.5,56.26
2057,Matthew Calkins,马休·考克金斯,1,软件,美国,45.04,40.07
2057,Zhu Wenchen,朱文臣,1,制药,中国内地,104.2,35.86
2057,Marek Dospiva,马利克·多斯皮瓦,1,投资,捷克共和国,15.47,49.82
2057,Safra Catz,萨弗拉·卡兹,1,软件,美国,45.04,40.07
2057,William Fung,冯国纶,1,采购,中国香港,114.11,22.4
2057,Ronnen Harary,罗恩·哈雷,1,玩具,加拿大,-106.35,56.13
2057,Robert Friedland,罗伯特·弗里德兰,1,矿业,美国,45.04,40.07
2057,Morris Chang,张忠谋,1,半导体,中国台湾,120.96,23.7
2057,Guy Laliberte,盖伊·拉里伯特,1,Cirque,加拿大,-106.35,56.13
2057,John Goff,约翰·葛夫,1,房地产,美国,45.04,40.07
2057,Wu Chung-yi,吴崇仪,1,制造,中国台湾,120.96,23.7
2057,Anton Rabie,安登·拉比,1,玩具,加拿大,-106.35,56.13
2057,Mimi Haas,米米·哈斯,1,Levi’s牛仔裤,美国,45.04,40.07
2057,Richard Desmond,理查德·德斯蒙德,1,出版,英国,-3.44,55.38
2057,V. Prem Watsa,V.普莱姆·维茨塔,1,"保险,",加拿大,-106.35,56.13
2057,David Hall,大卫·豪尔,1,汽车技术,美国,45.04,40.07
2057,Charles Dunstone,查尔斯·邓斯通,1,手机,英国,-3.44,55.38
2057,Pedro Grendene Bartelle,皮德洛·格兰德涅·巴特列,1,鞋业,巴西,-51.93,-14.24
2057,Donald Horton,唐纳德·霍顿,1,住房建设,美国,45.04,40.07
2057,Vadim Novinsky,瓦迪姆·诺温斯基,1,钢铁,乌克兰,31.17,48.38
2057,Judith Neilson,朱迪丝·尼尔森,1,投资,澳大利亚,133.78,25.27
2057,Kylie Jenner,凯莉·詹娜,1,化妆品,美国,45.04,40.07
2057,Chatchai Kaewbootta,查猜·卡尤波塔,1,汽车贷款,泰国,100.99,15.87
2057,Alan Rydge,艾伦·雷吉,1,娱乐,澳大利亚,133.78,25.27
2057,David Kabiller,大卫·卡比勒,1,资金管理,美国,45.04,40.07
2057,Surin Upatkoon,刘锦坤,1,"电信,彩票",泰国,100.99,15.87
2057,Bernardo Matte,贝尔纳多·马蒂,1,纸业,智利,-71.54,-35.68
2057,Leo Koguan,廖凯原,1,IT提供商,美国,45.04,40.07
2057,Jonas Kamprad,乔纳斯·坎普拉德,1,IKEA,瑞典,18.64,60.13
2057,Eliodoro Matte,埃里奥多若·马蒂,1,纸业,智利,-71.54,-35.68
2057,Edward Lampert,爱德华·兰伯特,1,Sears,美国,45.04,40.07
2057,Mathias Kamprad,马赛亚斯·坎普拉德,1,IKEA,瑞典,18.64,60.13
2057,Jose Maria Aristrain,约瑟·玛丽亚·阿利斯特兰,1,钢铁,西班牙,-3.75,40.46
2057,John Liew,约翰·刘,1,资金管理,美国,45.04,40.07
2057,Peter Kamprad,彼得·坎普拉德,1,IKEA,瑞典,18.64,60.13
2057,Lowell Milken,洛厄尔·米尔肯,1,投资,美国,45.04,40.07
2057,Jaroslav Hascak,加洛斯拉夫·哈斯卡克,1,投资,斯洛伐克,19.7,48.67
2057,Carolyn Rafaelian,卡罗琳·拉法连,1,首饰,美国,45.04,40.07
2057,Michael Kim,金秉奏,1,投资,韩国,127.98,37.66
2057,Evan Sharp,埃凡·夏普,1,Pinterest,美国,45.04,40.07
2057,Koo Bon-Neung,具本绫,1,电子,韩国,127.98,37.66
2057,Anastasia Soare,阿纳斯塔西娅·索尔,1,化妆品,美国,45.04,40.07
2057,Lee Sang-Hyuk,李尚革,1,投资,韩国,127.98,37.66
2057,Axel Stawski,阿克希尔·斯道科斯基,1,房地产,美国,45.04,40.07
2057,Kenny Park,Kenny Park,1,手包制造,韩国,127.98,37.66
2057,James Truchard,詹姆斯·图卡德,1,软件,美国,45.04,40.07
2057,Shin Dong-Joo,辛东珠,1,零售,韩国,127.98,37.66
2057,Sandy Weill,桑迪·威尔,1,花旗集团,美国,45.04,40.07
2057,Tatyana Bakalchuk,塔琪亚娜·巴卡楚克,1,电商,俄罗斯,105.32,61.52
2057,Chen Zhuolin,陈卓林,1,房地产,中国内地,104.2,35.86
2057,Leonid Boguslavsky,鲍里斯·罗滕伯格,1,创投,俄罗斯,105.32,61.52
2057,Du Sha,杜厦,1,大型超市,中国内地,104.2,35.86
2057,Alexander Dzhaparidze,亚历山大·德扎帕里德泽,1,石油服务,俄罗斯,105.32,61.52
2057,Gao Tianguo,高天国,1,"房地产,金融",中国内地,104.2,35.86
2057,Mikhail Shelkov,列昂尼德·博古斯瓦夫斯基,1,钛,俄罗斯,105.32,61.52
2057,Gao Yunfeng,高云峰,1,工业激光,中国内地,104.2,35.86
2057,Zakhar Smushkin,扎卡尔·斯穆什金,1,"纸浆&纸业,多元化经营",俄罗斯,105.32,61.52
2057,He Zhaoxi,何朝曦,1,软件,中国内地,104.2,35.86
2057,Vadim Yakunin,米哈伊尔·肖科夫,1,药店,俄罗斯,105.32,61.52
2057,Huang Hongyun,黄红云,1,房地产,中国内地,104.2,35.86
2057,Boris Zingarevich,鲍里斯·津加雷维奇,1,"纸浆&纸业,多元化经营",俄罗斯,105.32,61.52
2057,Huang Qisen,黄其森,1,房地产,中国内地,104.2,35.86
2057,Dariusz Milek,达留什·米列克,1,"房地产,零售",波兰,19.15,51.92
2057,Jiang Xuefei,姜雪飞,1,印刷电路板,中国内地,104.2,35.86
2057,Johan Johannson,约翰·约翰逊,1,食品店,挪威,8.47,60.47
2057,Li Li,李力,1,医疗,中国内地,104.2,35.86
2057,Alexander Vik,亚历山大·维克,1,投资,挪威,8.47,60.47
2057,Li Guangyu,李光宇,1,教育,中国内地,104.2,35.86
2057,Masaaki Arai,Masaaki Arai,1,住宅销售,日本,138.25,36.2
2057,Lv Yongxiang,吕永祥,1,永磁开关,中国内地,104.2,35.86
2057,Masayuki Ishihara,Masayuki Ishihara,1,柏青哥机,日本,138.25,36.2
2057,Ma Yunsheng,马韵升,1,能源,中国内地,104.2,35.86
2057,David Fattal,大卫·法塔勒,1,酒店,以色列,34.85,31.05
2057,Ni Zugen,倪祖根,1,家电,中国内地,104.2,35.86
2057,Morris Kahn,莫里斯·卡恩,1,软件,以色列,34.85,31.05
2057,Sun Yinhuan,孙荫环,1,房地产,中国内地,104.2,35.86
2057,Beny Steinmetz,班尼·斯坦梅茨,1,"矿业,钻石",以色列,34.85,31.05
2057,Sun Mengquan,孙孟全,1,食用油,中国内地,104.2,35.86
2057,Soegiarto Adikoesoemo,索加托·阿迪科索默,1,化工,印尼,113.92,-0.79
2057,Wang Junjin,王均金,1,航空公司,中国内地,104.2,35.86
