排名,英文姓名,中文姓名,财富（十亿美元）,行业,国籍,x,y
804,Mangal Prabhat Lodha,曼加尔·普拉巴特·罗哈,2.8,房地产,印度,78.96,20.59
804,Kalanithi Maran,卡兰尼施·马兰,2.8,媒体,印度,78.96,20.59
804,P.V. Ramprasad Reddy,P.V. 兰姆普拉萨·雷迪,2.8,制药,印度,78.96,20.59
804,Shashi & Ravi Ruia,沙希·鲁雅和拉维·鲁雅,2.8,多元化经营,印度,78.96,20.59
804,B.R. Shetty,B.R.谢帝,2.8,医疗,印度,78.96,20.59
804,Heddaim Brahm-Droege,海达·伊姆·布拉姆-德勒格,2.8,咨询,德国,10.45,51.17
804,Philip Niarchos,菲利普·尼阿乔斯,2.8,艺术品收藏,希腊,21.82,39.07
804,Sebastian Pinera,塞巴斯蒂安·皮涅拉,2.8,投资,智利,-71.54,-35.68
804,Jim Davis,吉姆·戴维斯,2.8,人才与招聘,美国,45.04,40.07
804,Jonathan Gray,乔纳森·格雷,2.8,投资,美国,45.04,40.07
804,Thomas Hagen,托马斯·哈根,2.8,保险,美国,45.04,40.07
804,B. Wayne Hughes,B· 韦恩·休斯,2.8,自助储物,美国,45.04,40.07
804,Johnelle Hunt,约翰纳尔·亨特,2.8,卡车,美国,45.04,40.07
804,Daniel Loeb,丹尼尔·勒布,2.8,对冲基金,美国,45.04,40.07
804,Mary Alice Dorrance Malone,玛丽·艾丽斯·多兰斯·马龙,2.8,金宝汤,美国,45.04,40.07
838,Eric Smidt,埃里克·斯密特,2.7,硬件商店,美国,45.04,40.07
838,Vincent Viola,文森特·维奥拉,2.7,电子交易,美国,45.04,40.07
838,Feng Hailiang,冯海良,2.7,"铜,教育",中国内地,104.2,35.86
838,Qi Shi,其实,2.7,金融信息,中国内地,104.2,35.86
838,Wu Zhigang,吴志刚,2.7,面包连锁,中国内地,104.2,35.86
838,Micree Zhan,詹克团,2.7,加密货币矿机芯片,中国内地,104.2,35.86
838,Zhang Wenzhong,张文中,2.7,超市,中国内地,104.2,35.86
838,Park Yeon-Cha,朴渊次,2.7,运动鞋,韩国,127.98,37.66
838,Andrew Tan,吴聪满,2.7,多元化经营,菲律宾,121.77,12.88
838,Pavel Durov,亚历山大·斯库罗波加特科,2.7,讯息应用,俄罗斯,105.32,61.52
838,Alexander Frolov,德米特里·卡门斯契克,2.7,"矿业,钢铁",俄罗斯,105.32,61.52
838,Zygmunt Solorz-Zak,齐格蒙特·索罗茨-扎克,2.7,电视播放,波兰,19.15,51.92
838,Piero Ferrari,皮耶罗·法拉利,2.7,法拉利,意大利,12.57,41.87
838,Smita Crishna-Godrej,斯米塔·克里什纳·戈德瑞吉,2.7,消费品,印度,78.96,20.59
838,Adi Godrej,阿迪·戈德瑞吉,2.7,消费品,印度,78.96,20.59
838,Jamshyd Godrej,贾姆希德·戈德瑞吉,2.7,消费品,印度,78.96,20.59
838,Nadir Godrej,纳迪尔·戈德瑞吉,2.7,消费品,印度,78.96,20.59
838,Rishad Naoroji,里沙德·瑙鲁吉,2.7,消费品,印度,78.96,20.59
838,Rainer Blickle,莱纳·布利克勒,2.7,汽车零部件,德国,10.45,51.17
838,Otto Happel,奥托·哈佩尔,2.7,工程,德国,10.45,51.17
838,Spiro Latsis,斯皮罗·拉特西斯,2.7,"银行业,航运",希腊,21.82,39.07
838,Mohed Altrad,穆哈德·阿利塔徳,2.7,"脚手架,水泥",法国,2.21,46.23
838,Carlos Ardila Lulle,卡洛斯·阿迪拉·卢勒,2.7,"软饮料,多元化经营",哥伦比亚,-74.3,4.57
838,Mitchell Goldhar,米切尔·古德哈,2.7,房地产,加拿大,-106.35,56.13
838,Riley Bechtel Jr.,小赖利·贝克特尔,2.7,"工程,建筑施工",美国,45.04,40.07
838,Stephen Bechtel Jr.,小斯蒂芬·贝克特尔,2.7,"工程,建筑施工",美国,45.04,40.07
838,Andrew & Peggy Cherng,程正昌和蒋佩琪夫妇,2.7,餐厅,美国,45.04,40.07
838,William Conway Jr.,小威廉·康威,2.7,私募股权,美国,45.04,40.07
838,Daniel D’Aniello,丹尼尔·德安尼埃罗,2.7,私募股权,美国,45.04,40.07
838,Gerald Ford,杰拉尔德·福特,2.7,银行业,美国,45.04,40.07
838,Jimmy Haslam,吉米·哈斯拉姆,2.7,"加油站,零售",美国,45.04,40.07
838,John Henry,约翰·亨利,2.7,体育,美国,45.04,40.07
838,James Irsay,詹姆斯·埃尔舍,2.7,印第安纳波利斯小马队,美国,45.04,40.07
838,Jeff Rothschild,杰夫·罗斯柴尔德,2.7,Facebook,美国,45.04,40.07
838,David Rubenstein,大卫·鲁宾斯坦,2.7,私募股权,美国,45.04,40.07
838,Phil Ruffin,菲尔·拉芬,2.7,"博彩,房地产",美国,45.04,40.07
838,Richard Sands,理查德·桑兹,2.7,食品&饮料,美国,45.04,40.07
838,Robert Sands,罗伯特·桑兹,2.7,食品&饮料,美国,45.04,40.07
838,E. Joe Shoen,E. 乔·舒恩,2.7,U-Haul,美国,45.04,40.07
877,Ye Chenghai,叶澄海,2.6,制药,中国香港,114.11,22.4
877,Samuel Yin,尹衍樑,2.6,零售,中国台湾,120.96,23.7
877,Chung Eui-Sun,郑义宣,2.6,物流,韩国,127.98,37.66
877,Choo Chong Ngen,朱章元,2.6,酒店,新加坡,103.82,1.35
877,Arkady Rotenberg,帕维尔·杜罗夫,2.6,"建筑施工,管道,银行业",俄罗斯,105.32,61.52
877,Giuliana Benetton,朱丽安娜·贝纳通,2.6,"时尚零售,投资",意大利,12.57,41.87
877,Luciano Benetton,卢西亚诺·贝纳通,2.6,"时尚零售,投资",意大利,12.57,41.87
877,Gustavo Denegri,古斯塔沃·迪尼格里,2.6,生物技术,意大利,12.57,41.87
877,Ennio Doris,恩尼奥·多瑞斯,2.6,金融服务,意大利,12.57,41.87
877,John Dorrance III,约翰·多兰斯三世,2.6,金宝汤,爱尔兰,-8.24,53.41
877,Aloke Lohia,阿洛克·洛希亚,2.6,石化,印度,78.96,20.59
877,Vijay Shekhar Sharma,维杰·舍卡尔·沙尔玛,2.6,金融技术,印度,78.96,20.59
877,Kurt Krieger,柯特·克里格尔,2.6,家具零售,德国,10.45,51.17
877,Hans Langer,汉斯·朗格,2.6,3-D打印,德国,10.45,51.17
877,Horst Julius Pudwill,霍斯特·朱利叶斯·普德维尔,2.6,制造,德国,10.45,51.17
877,Charles Edelstenne,查尔斯·艾德斯坦纳,2.6,航空,法国,2.21,46.23
877,Lawrence Stroll,劳伦斯·斯特罗尔,2.6,时尚,加拿大,-106.35,56.13
877,Alfredo Egydio Arruda Villela Filho,阿尔弗雷多·艾吉迪奥·阿鲁达·维莱拉·菲尔霍,2.6,银行业,巴西,-51.93,-14.24
877,Michael Hintze,迈克尔·辛兹,2.6,投资,澳大利亚,133.78,25.27
877,Juan Abello,胡安·阿韦略,2.6,投资,西班牙,-3.75,40.46
877,Doris Fisher,多丽丝·费舍尔,2.6,Gap,美国,45.04,40.07
877,John Fisher,约翰·费舍尔,2.6,Gap,美国,45.04,40.07
877,Noam Gottesman,诺姆·戈特斯曼,2.6,对冲基金,美国,45.04,40.07
877,Randal Kirk,兰德尔·柯克,2.6,制药,美国,45.04,40.07
877,Sean Parker,肖恩·帕克,2.6,Facebook,美国,45.04,40.07
877,Jorge Perez,乔治·佩雷斯,2.6,房地产,美国,45.04,40.07
877,John Pritzker,约翰·普利兹克,2.6,"酒店,投资",美国,45.04,40.07
877,Penny Pritzker,潘妮·普利兹克,2.6,"酒店,投资",美国,45.04,40.07
877,T. Denny Sanford,T·丹尼·桑福德,2.6,"银行业,信用卡",美国,45.04,40.07
877,Ty Warner,泰伊·华纳,2.6,"房地产,毛绒玩具",美国,45.04,40.07
877,Jerry Yang,杨致远,2.6,Yahoo,美国,45.04,40.07
877,Fu Liquan,傅利泉,2.6,监控设备,中国内地,104.2,35.86
877,Li Liufa,李留法,2.6,"钢铁,多元化经营",中国内地,104.2,35.86
877,Melissa Ma,马东敏,2.6,互联网搜索,中国内地,104.2,35.86
877,Ou Zongrong,欧宗荣,2.6,房地产,中国内地,104.2,35.86
877,Sun Shoukuan,孙寿宽,2.6,"金属,煤炭",中国内地,104.2,35.86
877,Wang Wenjing,王文京,2.6,商业软件,中国内地,104.2,35.86
877,Zuo Hui,左晖,2.6,房地产中介,中国内地,104.2,35.86
877,Or Wai Sheun,柯为湘,2.6,房地产,中国香港,114.11,22.4
916,Sunil Vaswani,苏尼尔·瓦斯瓦尼,2.5,多元化经营,英国,-3.44,55.38
916,Abdulla Al Futtaim,阿卜杜拉·弗泰伊姆,2.5,"汽车专卖店,投资",阿联酋,53.85,23.42
916,Somphote Ahunai,索姆霍特·阿乎奈,2.5,能源,泰国,100.99,15.87
916,Eva Maria Bucher-Haefner,伊娃·玛丽亚·布赫-海夫纳,2.5,"软件,投资",瑞士,8.23,46.82
916,Sergio Mantegazza,塞尔吉奥·曼特加扎,2.5,旅行,瑞士,8.23,46.82
916,Jason Chang,张虔生,2.5,电子,新加坡,103.82,1.35
916,Peter Lim,林荣福,2.5,投资,新加坡,103.82,1.35
916,Alexander Mamut,亚历山大·弗罗洛夫,2.5,投资,俄罗斯,105.32,61.52
916,Alexander Svetakov,阿卡迪·罗滕伯格,2.5,房地产,俄罗斯,105.32,61.52
916,Hans Melchers,汉斯·梅尔彻斯,2.5,"化工,投资",荷兰,5.29,52.13
916,Takao Yasuda,安田隆夫,2.5,零售,日本,138.25,36.2
916,Najib Mikati,纳吉布·米卡提,2.5,电信,黎巴嫩,35.86,33.85
916,Taha Mikati,塔哈·米卡提,2.5,电信,黎巴嫩,35.86,33.85
916,Francesco Gaetano Caltagirone,弗朗西斯科·加埃塔诺·卡尔塔吉龙,2.5,"水泥,多元化经营",意大利,12.57,41.87
916,Renzo Rosso,伦佐·罗索及家族,2.5,时尚,意大利,12.57,41.87
916,Subhash Chandra,苏巴斯·钱德拉,2.5,媒体,印度,78.96,20.59
916,Peter Unger,彼得·昂格尔,2.5,汽车维修,德国,10.45,51.17
916,Philippe Foriel-Destezet,菲利普·弗德赛,2.5,就业中介,法国,2.21,46.23
916,Jayme Garfinkel,雅伊梅·加芬克尔,2.5,保险,巴西,-51.93,-14.24
916,Joao Roberto Marinho,若昂·罗伯托·马里尼奥,2.5,媒体,巴西,-51.93,-14.24
916,George Argyros,乔治·阿吉罗斯,2.5,"房地产,投资",美国,45.04,40.07
916,Jose Roberto Marinho,何塞·罗伯托·马里尼奥,2.5,媒体,巴西,-51.93,-14.24
916,John Arrillaga,约翰·阿里拉加,2.5,房地产,美国,45.04,40.07
916,Roberto Irineu Marinho,罗伯托·伊利内乌·马里尼奥,2.5,媒体,巴西,-51.93,-14.24
916,Bill Austin,比尔奥斯汀,2.5,助听,美国,45.04,40.07
916,Helmut Sohmen,苏海文,2.5,航运,奥地利,14.55,47.52
916,John Paul DeJoria,约翰·保罗·德约里尔,2.5,"美发产品,龙舌兰",美国,45.04,40.07
916,Joseph Grendys,约瑟夫·格林迪斯,2.5,禽类加工,美国,45.04,40.07
916,Aerin Lauder,艾琳·劳德,2.5,雅诗兰黛,美国,45.04,40.07
916,Eric Lefkofsky,埃里克·莱夫科夫斯基,2.5,Groupon,美国,45.04,40.07
916,Bob Parsons,鲍勃·帕森斯,2.5,网页伺服,美国,45.04,40.07
916,Warren Stephens,沃伦·史蒂芬斯,2.5,投资银行业,美国,45.04,40.07
916,Peter Thiel,彼得·泰尔,2.5,"Facebook,投资",美国,45.04,40.07
916,Oprah Winfrey,奥普拉·温弗瑞,2.5,电视剧,美国,45.04,40.07
916,Denise York,丹尼斯·约克,2.5,旧金山49人队,美国,45.04,40.07
916,Ji Qi,季琦,2.5,"酒店,汽车旅馆",中国内地,104.2,35.86
916,Li Zhongchu,李仲初,2.5,软件,中国内地,104.2,35.86
916,Liang Xinjun,梁信军,2.5,多元化经营,中国内地,104.2,35.86
916,Pan Weiming,潘伟明,2.5,房地产,中国内地,104.2,35.86
916,Wu Shaoxun,吴少勋,2.5,酒业,中国内地,104.2,35.86
916,Thomas Kwok,郭炳江,2.5,房地产,中国香港,114.11,22.4
916,Adam Kwok,郭基辉,2.5,房地产,中国香港,114.11,22.4
916,Jonathan Kwok,郭基浩,2.5,房地产,中国香港,114.11,22.4
916,Daniel Tsai,蔡明忠,2.5,金融,中国台湾,120.96,23.7
916,Strive Masiyiwa,斯特拉夫·马希依瓦,2.5,电信,津巴布韦,29.15,-19.02
916,Maritsa Lazari,马里查·拉扎里,2.5,房地产,英国,-3.44,55.38
962,John Caudwell,约翰·考德韦尔,2.4,手机,英国,-3.44,55.38
962,Hussain Sajwani,侯赛因·萨志瓦尼,2.4,房地产,阿联酋,53.85,23.42
962,Chuchat & Daonapa Petaumpai,初查•皮托派和道纳帕•皮托派夫妇,2.4,摩托车贷款,泰国,100.99,15.87
962,Marcel Erni,马赛尔·埃尔尼,2.4,私募股权,瑞士,8.23,46.82
962,Alfred Gantner,阿尔弗雷德·冈特内,2.4,私募股权,瑞士,8.23,46.82
962,Maja Oeri,玛雅·奥里,2.4,制药,瑞士,8.23,46.82
962,Urs Wietlisbach,乌尔斯·威特里斯巴赫,2.4,私募股权,瑞士,8.23,46.82
962,Patrice Motsepe,帕特里斯·莫特赛比,2.4,矿业,南非,22.94,-30.56
962,Kuok Khoon Hong,郭孔丰,2.4,棕榈油,新加坡,103.82,1.35
962,Hans Sy,Hans Sy,2.4,多元化经营,菲律宾,121.77,12.88
962,Herbert Sy,Herbert Sy,2.4,多元化经营,菲律宾,121.77,12.88
962,Torstein Hagen,托尔施泰因·哈根,2.4,邮轮,挪威,8.47,60.47
962,Kuan Kam Hon,关锦安,2.4,合成手套,马来西亚,101.98,4.21
962,Alexander Machkevich,亚历山大·马赫科维奇,2.4,"矿业,金属",以色列,34.85,31.05
962,Low Tuck Kwong,刘德光,2.4,煤炭,印尼,113.92,-0.79
962,N.R. Narayana Murthy,N.R.纳拉亚纳·穆尔蒂,2.4,软件服务,印度,78.96,20.59
962,Sunny Varkey,桑尼·瓦尔基,2.4,教育,印度,78.96,20.59
962,Jitendra Virwani,吉滕德拉·弗瓦尼,2.4,房地产,印度,78.96,20.59
962,Otto Philipp Braun,奥托·菲利浦·布劳恩,2.4,医学技术,德国,10.45,51.17
962,Philippe Ginestet,菲利普·吉内斯特,2.4,零售店,法国,2.21,46.23
962,Louis Le Duff,路易斯·乐达夫,2.4,面包店,法国,2.21,46.23
962,Jean Coutu,让·库都,2.4,药店,加拿大,-106.35,56.13
962,Robert Miller,罗伯特·米勒,2.4,电子,加拿大,-106.35,56.13
962,Ana Lucia de Mattos Barretto Villela,安娜·卢西亚·德·马托斯·巴拉托·维莱拉,2.4,银行业,巴西,-51.93,-14.24
962,Aneel Bhusri,安尼尔·布斯里,2.4,商业软件,美国,45.04,40.07
962,Lang Walker,兰·沃克,2.4,房地产,澳大利亚,133.78,25.27
962,Norman Braman,诺曼·布莱曼,2.4,"艺术,汽车专卖店",美国,45.04,40.07
962,Richard White,理查德·怀特,2.4,软件,澳大利亚,133.78,25.27
962,Chuck Bundrant,查克·布恩德兰特,2.4,渔业,美国,45.04,40.07
962,Tomas Olivo Lopez,托马斯·奥利维欧·洛佩兹,2.4,购物,西班牙,-3.75,40.46
962,Ray Davis,雷伊·戴维斯,2.4,管道,美国,45.04,40.07
962,Kenneth Feld,肯尼斯·菲尔德,2.4,现场娱乐活动,美国,45.04,40.07
962,Stephen Mandel Jr.,小斯蒂芬·曼德尔,2.4,对冲基金,美国,45.04,40.07
962,C. Dean Metropoulos,迪恩·梅特珀罗斯,2.4,投资,美国,45.04,40.07
962,Mark Stevens,马克·斯蒂文斯,2.4,创投,美国,45.04,40.07
962,Pat Stryker,帕特·斯瑞克,2.4,医疗设备,美国,45.04,40.07
962,David Walentas,大卫·瓦伦塔斯,2.4,房地产,美国,45.04,40.07
962,Herbert Wertheim,赫伯特·威腾,2.4,投资,美国,45.04,40.07
962,Anita Zucker,安妮塔·扎克,2.4,化工,美国,45.04,40.07
962,Cai Dongchen,蔡东晨,2.4,制药,中国内地,104.2,35.86
962,Cheng Cheung Ling,郑翔玲,2.4,制药,中国内地,104.2,35.86
962,Ji Changqun,季昌群,2.4,房地产,中国内地,104.2,35.86
962,Ke Zunhong,柯尊洪,2.4,制药,中国内地,104.2,35.86
962,Song Zuowen,宋作文,2.4,"铝业,多元化经营",中国内地,104.2,35.86
962,Xu Chuanhua,徐传化,2.4,"化工,物流",中国内地,104.2,35.86
962,Yeung Kin-man,杨建文,2.4,电子,中国香港,114.11,22.4
1008,Wang Liping,汪立平,2.3,液压机械,中国内地,104.2,35.86
1008,Yu Minhong,俞敏洪,2.3,教育,中国内地,104.2,35.86
1008,Zhang Fan,张帆,2.3,触摸屏,中国内地,104.2,35.86
1008,Lawrence Ho,何猷龙,2.3,博彩,中国香港,114.11,22.4
1008,Lam Wai Ying,林惠英,2.3,智能手机屏幕,中国香港,114.11,22.4
1008,Vincent Lo,罗康瑞,2.3,房地产,中国香港,114.11,22.4
1008,Tung Chee Hwa,董建华,2.3,航运,中国香港,114.11,22.4
1008,Nguyen Thi Phuong,阮氏芳邵族,2.3,航空公司,越南,108.28,14.06
1008,Andrey Andreev,安德烈·安德烈夫,2.3,在线约会,英国,-3.44,55.38
1008,Stephan Schmidheiny,斯蒂芬·史密德海尼,2.3,投资,瑞士,8.23,46.82
1008,Peter Spuhler,彼得·斯普勒,2.3,列车车厢,瑞士,8.23,46.82
1008,Erik Selin,埃里克·塞林,2.3,房地产,瑞典,18.64,60.13
1008,Torbjorn Tornqvist,托比约恩·托恩奎斯特,2.3,石油交易,瑞典,18.64,60.13
1008,Koos Bekker,库斯·拜克尔,2.3,"媒体,投资",南非,22.94,-30.56
1008,Shin Chang-Jae,申昌济,2.3,保险,韩国,127.98,37.66
1008,Vadim Moshkovich,亚历山大·马穆特,2.3,"农业,土地",俄罗斯,105.32,61.52
1008,Stein Erik Hagen,斯泰因·埃里克·哈根,2.3,消费品,挪威,8.47,60.47
1008,Alijan Ibragimov,艾力江·易卜拉欣莫夫,2.3,"矿业,金属",哈萨克斯坦,66.92,48.02
1008,Mochtar Riady,李文正,2.3,多元化经营,印尼,113.92,-0.79
1008,Vivek Chand Burman,维维克·昌德·博缅,2.3,消费品,印度,78.96,20.59
1008,Harsh Mariwala,哈施·马里瓦拉,2.3,消费品,印度,78.96,20.59
1008,Rajan Raheja,拉詹·拉赫贾,2.3,多元化经营,印度,78.96,20.59
1008,P.P. Reddy,P.P.雷迪,2.3,基础设施,印度,78.96,20.59
1008,Christian Haub,克里斯蒂安·豪布,2.3,零售,德国,10.45,51.17
1008,Mohamed Mansour,穆罕默德·曼苏尔,$2.30 ,多元化经营,埃及,30.8,26.82
1008,Charles Bronfman,查尔斯·布朗夫曼,2.3,酒业,加拿大,-106.35,56.13
1008,Carlo Fidani,卡洛·费达尼,2.3,房地产,加拿大,-106.35,56.13
1008,Lee Bass,李·巴斯,2.3,"石油,投资",美国,45.04,40.07
1008,Walter Faria,沃尔特·法利亚,2.3,啤酒,巴西,-51.93,-14.24
1008,George Bishop,乔治·毕夏普,2.3,油气,美国,45.04,40.07
1008,Candido Pinheiro Korende Lima,坎迪多·皮埃罗·克兰德·利马,2.3,"医院,医疗保险",巴西,-51.93,-14.24
1008,Bennett Dorrance,贝内特·多兰斯,2.3,金宝汤,美国,45.04,40.07
1008,Fiona Geminder,菲奥娜·杰明德,2.3,制造,澳大利亚,133.78,25.27
1008,David Gottesman,大卫·戈特斯曼,2.3,投资,美国,45.04,40.07
1008,Isabel dos Santos,伊莎贝尔·多斯·桑托斯,2.3,投资,安哥拉,17.87,-11.20
1008,Drew Houston,德鲁·豪斯顿,2.3,云存储服务,美国,45.04,40.07
1008,Daniel Pritzker,丹尼尔·普利兹克,2.3,"酒店,投资",美国,45.04,40.07
1008,Brad Kelley,布拉德·凯利,2.3,烟草,美国,45.04,40.07
1008,Alicia Koplowitz,艾丽西亚·科普洛维茨,2.3,"建筑施工,",西班牙,-3.75,40.46
1008,Drayton McLane,德雷顿·麦克莱恩,2.3,"沃尔玛,物流",美国,45.04,40.07
1008,Ross Perot Jr.,老罗斯·佩罗,2.3,房地产,美国,45.04,40.07
1008,Stewart Rahr,斯图尔特·拉赫尔,2.3,药品分销,美国,45.04,40.07
1008,Alan Trefler,艾伦·特雷弗蕾,2.3,软件,美国,45.04,40.07
1008,William Young,威廉·扬,2.3,塑料,美国,45.04,40.07
1008,Hui Lin Chit,许连捷,2.3,卫生用品,中国内地,104.2,35.86
1008,Li Gaiteng,李丐腾,2.3,吹风机,中国内地,104.2,35.86
1008,Sun Guangxin,孙广信,2.3,多元化经营,中国内地,104.2,35.86
1008,Sze Man Bok,施文博,2.3,卫生产品,中国内地,104.2,35.86
1008,Tong Jinquan,童锦泉,2.3,房地产,中国内地,104.2,35.86
1057,Ted Turner,特德·特纳,2.2,有线电视,美国,45.04,40.07
1057,Jorge Moll Filho,豪尔赫·莫尔·菲尔霍,2.2,医院,巴西,-51.93,-14.24
1057,Ermirio Pereirade Moraes,厄米里奥·佩雷拉·德莫拉埃斯,2.2,多元化经营,巴西,-51.93,-14.24
1057,Jon Yarbrough,乔恩·亚伯勒,2.2,视频游戏,美国,45.04,40.07
1057,Maria Helena Moraes Scripilliti,玛丽亚·海伦娜·莫拉埃斯·斯克利皮利蒂,2.2,多元化经营,巴西,-51.93,-14.24
1057,Charles Zegar,查尔斯·泽加尔,2.2,彭博,美国,45.04,40.07
1057,Nevaldo Rocha,纳瓦尔多·罗恰,2.2,零售,巴西,-51.93,-14.24
1057,An Kang,安康,2.2,制药,中国内地,104.2,35.86
1057,Maurice Alter,莫里斯·奥尔特,2.2,房地产,澳大利亚,133.78,25.27
1057,Cheng Yixiao,程一笑,2.2,视频流媒体app,中国内地,104.2,35.86
1057,Roberto Angelini Rossi,罗伯托·安赫利尼·罗西,2.2,"林业,矿业",智利,-71.54,-35.68
1057,Dong Wei,董伟,2.2,制药,中国内地,104.2,35.86
1057,Florentino Perez,弗洛伦蒂诺·佩雷斯,2.2,建筑施工,西班牙,-3.75,40.46
1057,Liu Ming Hui,刘明辉,2.2,天然气分销,中国内地,104.2,35.86
1057,Lu Xiangyang,吕向阳,2.2,"汽车,电池",中国内地,104.2,35.86
1057,Shen Wenrong,沈文荣,2.2,钢铁生产,中国内地,104.2,35.86
1057,Cho Tak Wong,曹德旺,2.2,汽车零部件,中国香港,114.11,22.4
1057,Huang Shih Tsai,黄世再,2.2,房地产,中国香港,114.11,22.4
1057,Scott Lin,林耀英,2.2,光学组件,中国台湾,120.96,23.7
1057,Lin Chen-hai,Lin Chen-hai,2.2,房地产,中国台湾,120.96,23.7
1057,T.Y. Tsai,蔡镇宇,2.2,金融,中国台湾,120.96,23.7
1057,Stephen Lansdown,斯蒂芬·兰斯当,2.2,金融服务,英国,-3.44,55.38
1057,Saeed Bin Butti Al Qebaisi,萨伊德·本·布提·奇波西,2.2,"医院,投资",阿联酋,53.85,23.42
1057,Krit Ratanarak,李智正,2.2,"媒体,房地产",泰国,100.99,15.87
1057,Daniel Ek,丹尼尔·艾克,2.2,Spotify,瑞典,18.64,60.13
1057,Lottie Tham,洛蒂·塔姆,2.2,H&M,瑞典,18.64,60.13
1057,Bang Jun-Hyuk,房俊赫,2.2,在线游戏,韩国,127.98,37.66
1057,Kim Beom-Su,金范秀,2.2,在线服务,韩国,127.98,37.66
1057,Harley Sy,Harley Sy,2.2,多元化经营,菲律宾,121.77,12.88
1057,Teresita Sy-Coson,Teresita Sy-Coson,2.2,多元化经营,菲律宾,121.77,12.88
1057,Henry Sy Jr.,Henry Sy Jr.,2.2,多元化经营,菲律宾,121.77,12.88
1057,Dmitry Pumpyansky,亚历山大·斯维塔科夫,2.2,钢铁管道,俄罗斯,105.32,61.52
1057,Oleg Tinkov,瓦季姆·莫什科维奇,2.2,银行业,俄罗斯,105.32,61.52
1057,Jose and Francisco Jose Calderon Rojas,何塞·卡尔德隆·罗哈斯和弗朗西斯科·何塞·卡尔德隆·罗哈斯,2.2,饮料,墨西哥,-102.55,23.63
1057,Carlos Hank Rhon,卡洛斯·汉克·罗恩,2.2,银行业,墨西哥,-102.55,23.63
1057,Masahiro Noda,野田顺弘,2.2,软件,日本,138.25,36.2
1057,Katsumi Tada,多田胜美,2.2,房地产,日本,138.25,36.2
1057,Remo Ruffini,雷莫·鲁菲尼,2.2,冬装夹克,意大利,12.57,41.87
1057,Senapathy Gopalakrishnan,塞纳帕西·戈帕拉克里什南,2.2,软件服务,印度,78.96,20.59
1057,Baba Kalyani,巴巴·卡利亚尼,2.2,工程,印度,78.96,20.59
1057,Ron Baron,罗恩·拜伦,2.2,资金管理,美国,45.04,40.07
1057,P.V. Krishna Reddy,P.V.科什纳·雷迪,2.2,基础设施,印度,78.96,20.59
1057,Edward Bass,爱德华·巴斯,2.2,"石油,投资",美国,45.04,40.07
1057,Willibert Krueger,威利伯特·克鲁格,2.2,食品加工,德国,10.45,51.17
1057,Todd Christopher,托德·克里斯托弗,2.2,护发产品,美国,45.04,40.07
1057,Monika Schoeller,莫妮卡·舍,2.2,出版,德国,10.45,51.17
1057,Jim Coulter,吉姆·科尔特,2.2,私募股权,美国,45.04,40.07
1057,Klaus-Peter Schulenberg,克劳斯-彼得·舒伦伯格,2.2,票务服务,德国,10.45,51.17
1057,James Dinan,詹姆斯·迪南,2.2,对冲基金,美国,45.04,40.07
1057,Stefanvon Holtzbrinck,斯蒂凡·冯·霍兹布林克,2.2,出版,德国,10.45,51.17
1057,Alec Gores,亚历克·戈尔斯,2.2,私募股权,美国,45.04,40.07
1057,Jose Luis Cutrale,约瑟·路易斯·库特拉莱,2.2,橙汁,巴西,-51.93,-14.24
1057,Clayton Mathile,克莱顿·马蒂尔,2.2,宠物食品,美国,45.04,40.07
1057,Alceu Elias Feldmann,阿尔西奥·埃里阿斯·费尔德曼,2.2,化肥,巴西,-51.93,-14.24
1057,Phillip T. (Terry) Ragon,菲利普·T（特里）·拉根,2.2,医疗IT,美国,45.04,40.07
1057,Luis Frias,路易斯·弗里亚斯,2.2,移动支付,巴西,-51.93,-14.24
1057,Brian Sheth,布莱恩·谢斯,2.2,投资,美国,45.04,40.07
1057,Luciano Hang,卢西亚诺·昂（音译）,2.2,百货商店,巴西,-51.93,-14.24
1057,Dan Snyder,丹·斯奈德,2.2,华盛顿红皮队,美国,45.04,40.07
1116,Anand Burman,阿南德·博缅,2.1,消费品,印度,78.96,20.59
1116,Sameer Gehlaut,萨米尔•格洛,2.1,金融,印度,78.96,20.59
1116,Ravi Jaipuria,拉维·斋浦里亚,2.1,软饮料,印度,78.96,20.59
1116,Nandan Nilekani,南丹·尼勒卡尼,2.1,软件服务,印度,78.96,20.59
1116,Arvind Tiku,阿温·蒂古,2.1,"油气,投资",印度,78.96,20.59
1116,Georg Haub,格奥尔格·豪布,2.1,零售,德国,10.45,51.17
1116,Hans-Werner Hector,汉斯-维尔纳·赫克托,2.1,SAP,德国,10.45,51.17
1116,Ben Chestnut,本·切斯纳特,2.1,电子邮件营销,美国,45.04,40.07
1116,Michael & Reiner Schmidt-Ruthenbeck,迈克尔·施密特-鲁腾贝克和莱纳·施密特-鲁腾贝克,2.1,零售,德国,10.45,51.17
1116,James Clark,詹姆斯·克拉克,2.1,"Netscape,投资",美国,45.04,40.07
1116,Aristotelis Mistakidis,阿里斯托德利斯·密斯塔吉迪斯,2.1,"矿业,大宗商品",希腊,21.82,39.07
1116,Gordon Getty,戈登·盖蒂,2.1,Getty石油,美国,45.04,40.07
1116,Thor Bjorgolfsson,托尔·比约哥夫森,2.1,"电信,投资",冰岛,-8.24,53.41
1116,Vinod Khosla,维诺德·科斯拉,2.1,创投,美国,45.04,40.07
